GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041500171,110,203085,Austin Rivers,1610612746,LA Clippers,1,1,15,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14.0,120.0,77.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,144,203085,Austin Rivers,1610612746,LA Clippers,2,11,20,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,33.0,52.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,146,203085,Austin Rivers,1610612746,LA Clippers,2,11,17,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,9.0,7.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,426,203085,Austin Rivers,1610612746,LA Clippers,4,10,32,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,9.0,38.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,434,203085,Austin Rivers,1610612746,LA Clippers,4,9,1,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8.0,-61.0,57.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,443,203085,Austin Rivers,1610612746,LA Clippers,4,8,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-104.0,249.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,446,203085,Austin Rivers,1610612746,LA Clippers,4,7,35,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,-11.0,41.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,449,203085,Austin Rivers,1610612746,LA Clippers,4,7,5,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,43.0,11.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,452,203085,Austin Rivers,1610612746,LA Clippers,4,6,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,220.0,144.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,564,203085,Austin Rivers,1610612746,LA Clippers,4,1,14,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9.0,-52.0,75.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500172,109,203085,Austin Rivers,1610612746,LA Clippers,1,1,41,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10.0,102.0,38.0,1,1,20160420,LAC,POR
Shot Chart Detail,0041500172,137,203085,Austin Rivers,1610612746,LA Clippers,2,10,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,6.0,23.0,1,1,20160420,LAC,POR
Shot Chart Detail,0041500172,140,203085,Austin Rivers,1610612746,LA Clippers,2,10,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-14.0,28.0,1,1,20160420,LAC,POR
Shot Chart Detail,0041500172,164,203085,Austin Rivers,1610612746,LA Clippers,2,8,16,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,1.0,21.0,1,0,20160420,LAC,POR
Shot Chart Detail,0041500172,258,203085,Austin Rivers,1610612746,LA Clippers,2,1,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-171.0,200.0,1,0,20160420,LAC,POR
Shot Chart Detail,0041500172,378,203085,Austin Rivers,1610612746,LA Clippers,3,2,43,Missed Shot,Jump Shot,3PT Field Goal,,,,,,,1,0,20160420,LAC,POR
Shot Chart Detail,0041500172,385,203085,Austin Rivers,1610612746,LA Clippers,3,2,3,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,-22.0,52.0,1,0,20160420,LAC,POR
Shot Chart Detail,0041500172,462,203085,Austin Rivers,1610612746,LA Clippers,4,8,35,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,58.0,247.0,1,1,20160420,LAC,POR
Shot Chart Detail,0041500172,481,203085,Austin Rivers,1610612746,LA Clippers,4,7,16,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,-42.0,11.0,1,0,20160420,LAC,POR
Shot Chart Detail,0041500173,146,203085,Austin Rivers,1610612746,LA Clippers,2,8,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,-1.0,1,1,20160423,POR,LAC
Shot Chart Detail,0041500173,420,203085,Austin Rivers,1610612746,LA Clippers,4,10,35,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9.0,-24.0,87.0,1,0,20160423,POR,LAC
Shot Chart Detail,0041500173,459,203085,Austin Rivers,1610612746,LA Clippers,4,6,26,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,20.0,-1.0,1,1,20160423,POR,LAC
Shot Chart Detail,0041500174,395,203085,Austin Rivers,1610612746,LA Clippers,3,2,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-168.0,218.0,1,0,20160425,POR,LAC
Shot Chart Detail,0041500174,410,203085,Austin Rivers,1610612746,LA Clippers,3,2,1,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,53.0,26.0,1,0,20160425,POR,LAC
Shot Chart Detail,0041500174,459,203085,Austin Rivers,1610612746,LA Clippers,4,9,48,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18.0,-50.0,180.0,1,0,20160425,POR,LAC
Shot Chart Detail,0041500174,468,203085,Austin Rivers,1610612746,LA Clippers,4,8,26,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8.0,69.0,51.0,1,1,20160425,POR,LAC
Shot Chart Detail,0041500174,507,203085,Austin Rivers,1610612746,LA Clippers,4,3,57,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,228.0,31.0,1,0,20160425,POR,LAC
Shot Chart Detail,0041500174,511,203085,Austin Rivers,1610612746,LA Clippers,4,3,32,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12.0,58.0,115.0,1,0,20160425,POR,LAC
Shot Chart Detail,0041500174,539,203085,Austin Rivers,1610612746,LA Clippers,4,1,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,66.0,234.0,1,0,20160425,POR,LAC
Shot Chart Detail,0041500175,79,203085,Austin Rivers,1610612746,LA Clippers,1,4,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-29.0,252.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,115,203085,Austin Rivers,1610612746,LA Clippers,1,1,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,0.0,18.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,118,203085,Austin Rivers,1610612746,LA Clippers,1,1,20,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,1.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,122,203085,Austin Rivers,1610612746,LA Clippers,1,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-171.0,193.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,136,203085,Austin Rivers,1610612746,LA Clippers,2,11,47,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,1.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,259,203085,Austin Rivers,1610612746,LA Clippers,2,2,31,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-16.0,61.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,312,203085,Austin Rivers,1610612746,LA Clippers,3,11,22,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-132.0,43.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,347,203085,Austin Rivers,1610612746,LA Clippers,3,8,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-184.0,185.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,366,203085,Austin Rivers,1610612746,LA Clippers,3,6,48,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,27.0,21.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,477,203085,Austin Rivers,1610612746,LA Clippers,4,8,1,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9.0,-29.0,87.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,491,203085,Austin Rivers,1610612746,LA Clippers,4,6,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,4.0,11.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,502,203085,Austin Rivers,1610612746,LA Clippers,4,5,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8.0,-88.0,-1.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,508,203085,Austin Rivers,1610612746,LA Clippers,4,5,7,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20.0,-143.0,144.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500176,7,203085,Austin Rivers,1610612746,LA Clippers,1,11,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,9.0,-6.0,1,1,20160429,POR,LAC
Shot Chart Detail,0041500176,26,203085,Austin Rivers,1610612746,LA Clippers,1,8,20,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,15.0,51.0,1,0,20160429,POR,LAC
Shot Chart Detail,0041500176,40,203085,Austin Rivers,1610612746,LA Clippers,1,7,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,2.0,7.0,1,1,20160429,POR,LAC
Shot Chart Detail,0041500176,47,203085,Austin Rivers,1610612746,LA Clippers,1,6,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-106.0,85.0,1,0,20160429,POR,LAC
Shot Chart Detail,0041500176,296,203085,Austin Rivers,1610612746,LA Clippers,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,204.0,141.0,1,0,20160429,POR,LAC
Shot Chart Detail,0041500176,303,203085,Austin Rivers,1610612746,LA Clippers,3,11,39,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,35.0,75.0,1,0,20160429,POR,LAC
Shot Chart Detail,0041500176,309,203085,Austin Rivers,1610612746,LA Clippers,3,11,0,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8.0,46.0,70.0,1,1,20160429,POR,LAC
Shot Chart Detail,0041500176,312,203085,Austin Rivers,1610612746,LA Clippers,3,10,28,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,60.0,31.0,1,0,20160429,POR,LAC
Shot Chart Detail,0041500176,329,203085,Austin Rivers,1610612746,LA Clippers,3,8,22,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11.0,-96.0,56.0,1,1,20160429,POR,LAC
