GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041500171,73,203459,Allen Crabbe,1610612757,Portland Trail Blazers,1,5,1,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-119.0,129.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,92,203459,Allen Crabbe,1610612757,Portland Trail Blazers,1,3,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18.0,-145.0,111.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,147,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,10,59,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12.0,-129.0,-10.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,251,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,0,46,Missed Shot,Jump Shot,3PT Field Goal,,,,,,,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,520,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,3,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,1.0,16.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500172,122,203459,Allen Crabbe,1610612757,Portland Trail Blazers,1,0,26,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17.0,-148.0,92.0,1,0,20160420,LAC,POR
Shot Chart Detail,0041500172,394,203459,Allen Crabbe,1610612757,Portland Trail Blazers,3,1,8,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9.0,-84.0,39.0,1,0,20160420,LAC,POR
Shot Chart Detail,0041500172,455,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,9,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-192.0,183.0,1,0,20160420,LAC,POR
Shot Chart Detail,0041500173,82,203459,Allen Crabbe,1610612757,Portland Trail Blazers,1,3,6,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12.0,-109.0,70.0,1,0,20160423,POR,LAC
Shot Chart Detail,0041500173,106,203459,Allen Crabbe,1610612757,Portland Trail Blazers,1,0,32,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-237.0,-16.0,1,0,20160423,POR,LAC
Shot Chart Detail,0041500173,164,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,7,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-166.0,205.0,1,0,20160423,POR,LAC
Shot Chart Detail,0041500173,366,203459,Allen Crabbe,1610612757,Portland Trail Blazers,3,2,15,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,227.0,51.0,1,0,20160423,POR,LAC
Shot Chart Detail,0041500174,221,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,5,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-209.0,129.0,1,1,20160425,POR,LAC
Shot Chart Detail,0041500174,242,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,3,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-223.0,110.0,1,1,20160425,POR,LAC
Shot Chart Detail,0041500174,463,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,9,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,123.0,149.0,1,1,20160425,POR,LAC
Shot Chart Detail,0041500174,489,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,6,26,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18.0,-29.0,183.0,1,1,20160425,POR,LAC
Shot Chart Detail,0041500174,517,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,2,40,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,9.0,8.0,1,1,20160425,POR,LAC
Shot Chart Detail,0041500175,120,203459,Allen Crabbe,1610612757,Portland Trail Blazers,1,1,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28.0,-199.0,200.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,145,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,10,10,Made Shot,Jump Shot,3PT Field Goal,,,,,,,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,160,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,9,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17.0,25.0,178.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,398,203459,Allen Crabbe,1610612757,Portland Trail Blazers,3,3,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19.0,-194.0,-16.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,420,203459,Allen Crabbe,1610612757,Portland Trail Blazers,3,0,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-112.0,252.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,442,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,11,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15.0,-104.0,120.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,447,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,10,28,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,236.0,-11.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,479,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,7,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,182.0,190.0,1,1,20160427,LAC,POR
Shot Chart Detail,0041500175,486,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,7,10,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,19.0,21.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500175,540,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,2,16,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-9.0,18.0,1,0,20160427,LAC,POR
Shot Chart Detail,0041500176,88,203459,Allen Crabbe,1610612757,Portland Trail Blazers,1,4,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-201.0,156.0,1,0,20160429,POR,LAC
Shot Chart Detail,0041500176,158,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,9,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,120.0,232.0,1,0,20160429,POR,LAC
Shot Chart Detail,0041500176,173,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,7,52,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-137.0,0.0,1,1,20160429,POR,LAC
Shot Chart Detail,0041500176,230,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,4,19,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,230.0,26.0,1,1,20160429,POR,LAC
Shot Chart Detail,0041500176,275,203459,Allen Crabbe,1610612757,Portland Trail Blazers,2,0,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-240.0,97.0,1,0,20160429,POR,LAC
Shot Chart Detail,0041500176,416,203459,Allen Crabbe,1610612757,Portland Trail Blazers,3,0,4,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-6.0,2.0,1,1,20160429,POR,LAC
Shot Chart Detail,0041500176,459,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,8,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,205.0,154.0,1,1,20160429,POR,LAC
Shot Chart Detail,0041500176,472,203459,Allen Crabbe,1610612757,Portland Trail Blazers,4,7,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-81.0,239.0,1,0,20160429,POR,LAC
