GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041500171,4,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,11,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-16.0,16.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,47,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,7,41,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14.0,146.0,18.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,52,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,7,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,115.0,229.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,62,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,6,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27.0,189.0,193.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,107,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,2,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28.0,-81.0,277.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,132,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,0,25,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,-6.0,111.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,208,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,5,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-48.0,247.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,218,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,4,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-143.0,229.0,1,0,20160417,LAC,POR
Shot Chart Detail,0041500171,235,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,2,48,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8.0,48.0,75.0,1,1,20160417,LAC,POR
Shot Chart Detail,0041500171,257,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,0,28,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-17.0,21.0,1,0,20160417,LAC,POR
