SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID,PLAYER_NAME,SEASON
22022,1630639,0022201224,"Apr 09, 2023",DAL vs. SAS,L,23,4,9,0.444,1,3,0.333,1,5,0.2,1,4,5,1,1,0,0,3,10,-13,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022201210,"Apr 07, 2023",DAL vs. CHI,L,23,5,9,0.556,2,6,0.333,0,0,0.0,3,3,6,0,0,0,2,0,12,-19,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200881,"Feb 15, 2023",DAL @ DEN,L,12,4,6,0.667,2,3,0.667,0,0,0.0,1,1,2,0,1,0,0,1,10,-9,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200813,"Feb 06, 2023",DAL @ UTA,W,12,1,4,0.25,1,3,0.333,0,0,0.0,0,0,0,0,0,0,1,3,3,1,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200800,"Feb 04, 2023",DAL @ GSW,L,11,2,4,0.5,1,3,0.333,0,0,0.0,1,3,4,0,0,0,0,1,5,4,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200750,"Jan 28, 2023",DAL @ UTA,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200686,"Jan 20, 2023",DAL vs. MIA,W,4,2,2,1.0,1,1,1.0,0,2,0.0,0,0,0,0,0,0,0,1,5,-3,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200654,"Jan 15, 2023",DAL @ POR,L,5,2,2,1.0,1,1,1.0,1,1,1.0,0,1,1,0,0,0,0,1,6,3,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200647,"Jan 14, 2023",DAL @ POR,L,7,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,0,3,4,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200617,"Jan 10, 2023",DAL @ LAC,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200602,"Jan 08, 2023",DAL @ OKC,L,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200593,"Jan 07, 2023",DAL vs. NOP,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200577,"Jan 05, 2023",DAL vs. BOS,L,4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-6,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200528,"Dec 29, 2022",DAL vs. HOU,W,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1,1630639,A.J. Lawson,2022-23
22022,1630639,0022200212,"Nov 16, 2022",MIN @ ORL,W,2,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,-5,1,1630639,A.J. Lawson,2022-23
22022,1631260,0022201208,"Apr 07, 2023",MIL vs. MEM,L,15,2,6,0.333,2,5,0.4,0,0,0.0,0,2,2,2,0,0,0,1,6,3,1,1631260,AJ Green,2022-23
22022,1631260,0022201193,"Apr 05, 2023",MIL vs. CHI,W,10,0,3,0.0,0,3,0.0,0,0,0.0,1,3,4,0,0,0,0,0,0,0,1,1631260,AJ Green,2022-23
