SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID,PLAYER_NAME,SEASON
22014,201985,0021401107,"Mar 30, 2015",PHX @ POR,L,13,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,4,0,0,1,1,2,0,1,201985,AJ Price,2014-15
22014,201985,0021401086,"Mar 27, 2015",PHX vs. POR,L,4,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-1,1,201985,AJ Price,2014-15
22014,201985,0021401072,"Mar 25, 2015",PHX vs. SAC,L,4,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,201985,AJ Price,2014-15
22014,201985,0021401046,"Mar 22, 2015",PHX vs. DAL,W,10,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,-10,1,201985,AJ Price,2014-15
22014,201985,0021401034,"Mar 21, 2015",PHX @ HOU,W,13,1,5,0.2,0,3,0.0,0,0,0.0,0,1,1,1,0,0,0,2,2,-12,1,201985,AJ Price,2014-15
22014,201985,0021400509,"Jan 05, 2015",CLE @ PHI,L,14,3,10,0.3,0,3,0.0,0,0,0.0,1,1,2,3,0,0,1,0,6,-7,1,201985,AJ Price,2014-15
22014,201985,0021400503,"Jan 04, 2015",CLE vs. DAL,L,14,3,6,0.5,0,1,0.0,0,0,0.0,0,2,2,3,1,0,0,0,6,-3,1,201985,AJ Price,2014-15
22014,201985,0021400479,"Dec 31, 2014",CLE vs. MIL,L,11,1,4,0.25,0,1,0.0,2,2,1.0,1,2,3,1,0,0,1,0,4,-14,1,201985,AJ Price,2014-15
22014,201985,0021400466,"Dec 30, 2014",CLE @ ATL,L,8,2,4,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,4,-9,1,201985,AJ Price,2014-15
22014,201985,0021400453,"Dec 28, 2014",CLE vs. DET,L,18,0,6,0.0,0,4,0.0,2,4,0.5,0,5,5,4,2,0,0,0,2,-4,1,201985,AJ Price,2014-15
22014,201985,0021400433,"Dec 26, 2014",CLE @ ORL,W,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-7,1,201985,AJ Price,2014-15
22014,201985,0021400416,"Dec 23, 2014",CLE vs. MIN,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1,201985,AJ Price,2014-15
22014,201985,0021400370,"Dec 17, 2014",CLE vs. ATL,L,8,0,3,0.0,0,1,0.0,0,0,0.0,2,0,2,0,0,0,0,0,0,-2,1,201985,AJ Price,2014-15
22014,201985,0021400326,"Dec 11, 2014",CLE @ OKC,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,201985,AJ Price,2014-15
22014,201985,0021400303,"Dec 08, 2014",CLE @ BKN,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,4,1,201985,AJ Price,2014-15
22014,201985,0021400273,"Dec 04, 2014",CLE @ NYK,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1,201985,AJ Price,2014-15
22014,201985,0021400220,"Nov 26, 2014",IND @ SAS,L,21,4,7,0.571,3,4,0.75,0,0,0.0,0,2,2,5,1,0,0,0,11,-4,1,201985,AJ Price,2014-15
22014,201985,0021400203,"Nov 24, 2014",IND @ DAL,W,10,1,4,0.25,1,3,0.333,0,0,0.0,1,1,2,1,0,0,1,1,3,4,1,201985,AJ Price,2014-15
22014,201985,0021400184,"Nov 22, 2014",IND vs. PHX,L,21,2,10,0.2,1,5,0.2,1,2,0.5,0,0,0,2,0,0,0,1,6,-9,1,201985,AJ Price,2014-15
22014,201985,0021400160,"Nov 19, 2014",IND vs. CHA,W,17,3,9,0.333,1,5,0.2,0,0,0.0,0,0,0,2,0,0,1,2,7,-5,1,201985,AJ Price,2014-15
22014,201985,0021400135,"Nov 15, 2014",IND @ CHI,W,24,7,11,0.636,2,5,0.4,5,7,0.714,0,3,3,2,1,0,1,1,21,4,1,201985,AJ Price,2014-15
22014,201985,0021400122,"Nov 14, 2014",IND vs. DEN,L,24,5,9,0.556,2,4,0.5,2,3,0.667,0,2,2,4,1,0,2,1,14,1,1,201985,AJ Price,2014-15
22014,201985,0021400112,"Nov 12, 2014",IND @ MIA,W,19,3,12,0.25,1,5,0.2,0,0,0.0,1,1,2,2,1,0,0,0,7,0,1,201985,AJ Price,2014-15
22014,201985,0021400099,"Nov 10, 2014",IND vs. UTA,W,25,8,12,0.667,3,4,0.75,3,4,0.75,0,1,1,1,0,0,2,1,22,17,1,201985,AJ Price,2014-15
22014,201985,0021400083,"Nov 08, 2014",IND vs. WAS,L,17,4,8,0.5,0,1,0.0,1,2,0.5,0,2,2,4,0,0,2,1,9,5,1,201985,AJ Price,2014-15
22014,201985,0021400074,"Nov 07, 2014",IND @ BOS,L,14,2,7,0.286,1,3,0.333,0,0,0.0,0,0,0,4,0,0,1,1,5,-10,1,201985,AJ Price,2014-15
22014,201166,0021401217,"Apr 15, 2015",CHI vs. ATL,W,33,8,18,0.444,2,5,0.4,5,5,1.0,0,6,6,3,4,0,4,0,23,9,1,201166,Aaron Brooks,2014-15
22014,201166,0021401206,"Apr 13, 2015",CHI @ BKN,W,23,3,7,0.429,1,4,0.25,0,0,0.0,2,1,3,7,1,0,1,3,7,19,1,201166,Aaron Brooks,2014-15
22014,201166,0021401189,"Apr 11, 2015",CHI vs. PHI,W,19,4,12,0.333,1,5,0.2,0,0,0.0,0,1,1,3,0,0,2,3,9,-15,1,201166,Aaron Brooks,2014-15
22014,201166,0021401173,"Apr 09, 2015",CHI @ MIA,W,24,5,12,0.417,2,6,0.333,2,2,1.0,0,1,1,3,1,0,1,1,14,13,1,201166,Aaron Brooks,2014-15
22014,201166,0021401161,"Apr 08, 2015",CHI @ ORL,L,26,5,11,0.455,2,4,0.5,1,2,0.5,1,2,3,2,2,0,2,2,13,3,1,201166,Aaron Brooks,2014-15
22014,201166,0021401148,"Apr 05, 2015",CHI @ CLE,L,38,6,13,0.462,2,6,0.333,3,4,0.75,2,3,5,6,1,0,7,4,17,0,1,201166,Aaron Brooks,2014-15
22014,201166,0021401131,"Apr 03, 2015",CHI vs. DET,W,26,2,9,0.222,1,4,0.25,0,0,0.0,0,0,0,1,0,0,0,1,5,8,1,201166,Aaron Brooks,2014-15
22014,201166,0021401118,"Apr 01, 2015",CHI @ MIL,L,37,4,11,0.364,2,6,0.333,1,3,0.333,1,2,3,3,3,1,4,3,11,2,1,201166,Aaron Brooks,2014-15
22014,201166,0021401088,"Mar 28, 2015",CHI vs. NYK,W,26,5,9,0.556,2,3,0.667,0,0,0.0,0,1,1,5,1,0,0,1,12,22,1,201166,Aaron Brooks,2014-15
22014,201166,0021401065,"Mar 25, 2015",CHI @ TOR,W,33,6,14,0.429,4,8,0.5,0,0,0.0,0,5,5,5,1,1,2,1,16,11,1,201166,Aaron Brooks,2014-15
22014,201166,0021401051,"Mar 23, 2015",CHI vs. CHA,W,33,6,10,0.6,0,2,0.0,1,1,1.0,0,1,1,10,0,0,1,3,13,9,1,201166,Aaron Brooks,2014-15
22014,201166,0021401033,"Mar 21, 2015",CHI @ DET,L,37,6,12,0.5,3,5,0.6,4,4,1.0,0,3,3,5,0,1,1,3,19,-9,1,201166,Aaron Brooks,2014-15
22014,201166,0021401025,"Mar 20, 2015",CHI vs. TOR,W,33,4,11,0.364,1,4,0.25,2,2,1.0,3,3,6,5,0,0,3,2,11,12,1,201166,Aaron Brooks,2014-15
22014,201166,0021401009,"Mar 18, 2015",CHI vs. IND,W,27,3,10,0.3,0,2,0.0,7,7,1.0,2,0,2,2,1,0,2,5,13,14,1,201166,Aaron Brooks,2014-15
22014,201166,0021400982,"Mar 15, 2015",CHI @ OKC,L,30,5,14,0.357,0,6,0.0,1,2,0.5,0,1,1,3,0,0,3,1,11,-4,1,201166,Aaron Brooks,2014-15
22014,201166,0021400967,"Mar 13, 2015",CHI @ CHA,L,34,9,17,0.529,3,7,0.429,3,5,0.6,0,2,2,4,0,0,1,3,24,-4,1,201166,Aaron Brooks,2014-15
22014,201166,0021400953,"Mar 11, 2015",CHI @ PHI,W,37,12,20,0.6,3,7,0.429,4,6,0.667,0,4,4,5,0,0,1,2,31,17,1,201166,Aaron Brooks,2014-15
22014,201166,0021400941,"Mar 09, 2015",CHI vs. MEM,L,32,6,14,0.429,1,3,0.333,2,2,1.0,1,3,4,4,1,0,4,3,15,-20,1,201166,Aaron Brooks,2014-15
22014,201166,0021400931,"Mar 08, 2015",CHI @ SAS,L,26,7,12,0.583,1,3,0.333,7,8,0.875,0,2,2,3,0,0,3,4,22,-6,1,201166,Aaron Brooks,2014-15
22014,201166,0021400912,"Mar 06, 2015",CHI @ IND,L,24,2,11,0.182,0,2,0.0,0,0,0.0,0,1,1,2,0,1,1,2,4,-15,1,201166,Aaron Brooks,2014-15
22014,201166,0021400909,"Mar 05, 2015",CHI vs. OKC,W,24,2,8,0.25,0,2,0.0,2,2,1.0,0,3,3,7,0,0,3,1,6,-1,1,201166,Aaron Brooks,2014-15
22014,201166,0021400893,"Mar 03, 2015",CHI vs. WAS,W,35,8,23,0.348,2,8,0.25,4,4,1.0,0,2,2,8,1,0,2,1,22,16,1,201166,Aaron Brooks,2014-15
22014,201166,0021400877,"Mar 01, 2015",CHI vs. LAC,L,31,5,17,0.294,2,6,0.333,2,2,1.0,0,1,1,3,0,0,2,4,14,-8,1,201166,Aaron Brooks,2014-15
22014,201166,0021400862,"Feb 27, 2015",CHI vs. MIN,W,31,2,15,0.133,2,8,0.25,0,0,0.0,2,2,4,4,1,0,1,4,6,6,1,201166,Aaron Brooks,2014-15
22014,201166,0021400845,"Feb 25, 2015",CHI vs. CHA,L,28,4,12,0.333,1,5,0.2,3,8,0.375,0,0,0,4,2,1,0,2,12,2,1,201166,Aaron Brooks,2014-15
22014,201166,0021400831,"Feb 23, 2015",CHI vs. MIL,W,19,2,9,0.222,0,3,0.0,0,0,0.0,0,1,1,2,0,0,2,3,4,13,1,201166,Aaron Brooks,2014-15
22014,201166,0021400818,"Feb 21, 2015",CHI vs. PHX,W,23,4,11,0.364,3,6,0.5,1,1,1.0,0,1,1,5,0,0,4,2,12,-3,1,201166,Aaron Brooks,2014-15
22014,201166,0021400806,"Feb 20, 2015",CHI @ DET,L,16,2,6,0.333,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,0,4,10,1,201166,Aaron Brooks,2014-15
22014,201166,0021400800,"Feb 12, 2015",CHI vs. CLE,W,19,3,12,0.25,2,5,0.4,0,0,0.0,1,2,3,2,3,1,0,3,8,12,1,201166,Aaron Brooks,2014-15
22014,201166,0021400785,"Feb 10, 2015",CHI vs. SAC,W,14,2,4,0.5,0,1,0.0,0,0,0.0,0,2,2,3,1,0,3,1,4,-1,1,201166,Aaron Brooks,2014-15
22014,201166,0021400770,"Feb 08, 2015",CHI @ ORL,W,13,1,5,0.2,1,4,0.25,0,0,0.0,0,1,1,0,0,0,1,0,3,-1,1,201166,Aaron Brooks,2014-15
22014,201166,0021400758,"Feb 07, 2015",CHI @ NOP,W,24,3,9,0.333,1,4,0.25,0,0,0.0,0,2,2,1,0,0,4,1,7,10,1,201166,Aaron Brooks,2014-15
22014,201166,0021400735,"Feb 04, 2015",CHI @ HOU,L,15,2,7,0.286,1,3,0.333,0,0,0.0,0,2,2,1,0,0,2,1,5,-15,1,201166,Aaron Brooks,2014-15
22014,201166,0021400704,"Jan 30, 2015",CHI @ PHX,L,32,8,13,0.615,3,5,0.6,2,2,1.0,0,2,2,2,2,0,0,4,21,-14,1,201166,Aaron Brooks,2014-15
