SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID,PLAYER_NAME,SEASON
22012,201985,0021201222,"Apr 17, 2013",WAS @ CHI,L,30,9,17,0.529,3,7,0.429,3,4,0.75,1,0,1,4,1,0,1,2,24,21,1,201985,AJ Price,2012-13
22012,201985,0021201205,"Apr 15, 2013",WAS @ BKN,L,19,1,4,0.25,0,0,0.0,2,2,1.0,0,2,2,4,1,1,2,2,4,-9,1,201985,AJ Price,2012-13
22012,201985,0021201177,"Apr 12, 2013",WAS vs. PHI,L,22,3,13,0.231,0,7,0.0,0,0,0.0,0,2,2,2,0,0,1,0,6,-7,1,201985,AJ Price,2012-13
22012,201985,0021201165,"Apr 10, 2013",WAS vs. MIA,L,32,8,12,0.667,5,8,0.625,2,2,1.0,1,0,1,0,2,0,2,4,23,-1,1,201985,AJ Price,2012-13
22012,201985,0021201156,"Apr 09, 2013",WAS @ NYK,L,26,4,11,0.364,3,7,0.429,0,0,0.0,0,3,3,3,0,0,0,2,11,-16,1,201985,AJ Price,2012-13
22012,201985,0021201147,"Apr 07, 2013",WAS @ BOS,L,24,4,11,0.364,3,6,0.5,4,4,1.0,0,0,0,2,0,0,1,0,15,-3,1,201985,AJ Price,2012-13
22012,201985,0021201138,"Apr 06, 2013",WAS vs. IND,W,22,2,5,0.4,0,1,0.0,0,0,0.0,1,4,5,3,1,0,0,0,4,4,1,201985,AJ Price,2012-13
22012,201985,0021201111,"Apr 03, 2013",WAS @ TOR,L,19,1,6,0.167,1,4,0.25,2,5,0.4,0,0,0,1,1,0,0,0,5,9,1,201985,AJ Price,2012-13
22012,201985,0021201108,"Apr 02, 2013",WAS vs. CHI,W,19,5,7,0.714,3,4,0.75,0,0,0.0,0,1,1,1,0,0,2,2,13,1,1,201985,AJ Price,2012-13
22012,201985,0021201095,"Mar 31, 2013",WAS vs. TOR,W,13,3,5,0.6,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,0,6,-11,1,201985,AJ Price,2012-13
22012,201985,0021201074,"Mar 29, 2013",WAS @ ORL,L,18,0,2,0.0,0,0,0.0,4,4,1.0,0,0,0,1,0,0,0,1,4,-3,1,201985,AJ Price,2012-13
22012,201985,0021200950,"Mar 12, 2013",WAS @ CLE,L,23,1,7,0.143,0,4,0.0,1,3,0.333,0,0,0,2,0,0,0,1,3,-10,1,201985,AJ Price,2012-13
22012,201985,0021200929,"Mar 09, 2013",WAS vs. CHA,W,20,1,2,0.5,0,1,0.0,2,2,1.0,0,0,0,6,1,0,0,1,4,8,1,201985,AJ Price,2012-13
22012,201985,0021200918,"Mar 08, 2013",WAS @ BKN,L,21,4,8,0.5,2,4,0.5,0,0,0.0,0,1,1,4,1,0,3,2,10,1,1,201985,AJ Price,2012-13
22012,201985,0021200907,"Mar 06, 2013",WAS @ MIN,L,20,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,0,0,0,3,5,3,-9,1,201985,AJ Price,2012-13
22012,201985,0021200882,"Mar 03, 2013",WAS vs. PHI,W,17,1,7,0.143,0,4,0.0,0,0,0.0,0,2,2,3,0,0,0,1,2,5,1,201985,AJ Price,2012-13
22012,201985,0021200854,"Feb 27, 2013",WAS vs. DET,L,24,3,6,0.5,3,5,0.6,0,0,0.0,0,1,1,8,1,1,1,0,9,11,1,201985,AJ Price,2012-13
22012,201985,0021200839,"Feb 25, 2013",WAS @ TOR,W,24,5,7,0.714,2,2,1.0,0,0,0.0,1,3,4,3,0,0,4,0,12,1,1,201985,AJ Price,2012-13
22012,201985,0021200823,"Feb 23, 2013",WAS vs. HOU,W,13,1,4,0.25,1,2,0.5,2,2,1.0,0,0,0,1,0,0,0,0,5,-10,1,201985,AJ Price,2012-13
22012,201985,0021200812,"Feb 22, 2013",WAS vs. DEN,W,16,4,9,0.444,4,6,0.667,0,0,0.0,1,0,1,3,0,0,1,1,12,5,1,201985,AJ Price,2012-13
22012,201985,0021200789,"Feb 19, 2013",WAS vs. TOR,L,17,2,7,0.286,0,3,0.0,0,0,0.0,0,2,2,1,0,0,0,1,4,9,1,201985,AJ Price,2012-13
22012,201985,0021200781,"Feb 13, 2013",WAS @ DET,L,12,0,1,0.0,0,1,0.0,0,0,0.0,1,2,3,2,0,0,1,1,0,-3,1,201985,AJ Price,2012-13
22012,201985,0021200767,"Feb 11, 2013",WAS @ MIL,W,15,2,5,0.4,0,2,0.0,0,0,0.0,1,0,1,3,0,0,0,0,4,12,0,201985,AJ Price,2012-13
