GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021600014,94,203488,Mike Muscala,1610612737,Atlanta Hawks,1,4,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,14.0,242.0,1,0,20161027,ATL,WAS
Shot Chart Detail,0021600014,389,203488,Mike Muscala,1610612737,Atlanta Hawks,3,4,35,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,15.0,85.0,1,0,20161027,ATL,WAS
Shot Chart Detail,0021600014,401,203488,Mike Muscala,1610612737,Atlanta Hawks,3,3,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-160.0,23.0,1,1,20161027,ATL,WAS
Shot Chart Detail,0021600014,450,203488,Mike Muscala,1610612737,Atlanta Hawks,4,11,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20.0,184.0,80.0,1,0,20161027,ATL,WAS
Shot Chart Detail,0021600014,547,203488,Mike Muscala,1610612737,Atlanta Hawks,4,2,59,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,9.0,7.0,1,1,20161027,ATL,WAS
Shot Chart Detail,0021600014,565,203488,Mike Muscala,1610612737,Atlanta Hawks,4,1,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,87.0,232.0,1,1,20161027,ATL,WAS
Shot Chart Detail,0021600026,69,203488,Mike Muscala,1610612737,Atlanta Hawks,1,4,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-25.0,-11.0,1,1,20161029,PHI,ATL
Shot Chart Detail,0021600026,73,203488,Mike Muscala,1610612737,Atlanta Hawks,1,3,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16.0,112.0,120.0,1,1,20161029,PHI,ATL
Shot Chart Detail,0021600026,119,203488,Mike Muscala,1610612737,Atlanta Hawks,1,0,28,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,1.0,1,1,20161029,PHI,ATL
Shot Chart Detail,0021600026,139,203488,Mike Muscala,1610612737,Atlanta Hawks,2,10,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,107.0,242.0,1,0,20161029,PHI,ATL
