GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021600017,19,201933,Blake Griffin,1610612746,LA Clippers,1,9,6,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,0.0,33.0,1,0,20161027,POR,LAC
Shot Chart Detail,0021600017,32,201933,Blake Griffin,1610612746,LA Clippers,1,7,52,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-32.0,11.0,1,0,20161027,POR,LAC
Shot Chart Detail,0021600017,36,201933,Blake Griffin,1610612746,LA Clippers,1,7,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-22.0,3.0,1,0,20161027,POR,LAC
Shot Chart Detail,0021600017,38,201933,Blake Griffin,1610612746,LA Clippers,1,7,16,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,9.0,11.0,1,1,20161027,POR,LAC
Shot Chart Detail,0021600017,46,201933,Blake Griffin,1610612746,LA Clippers,1,5,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,133.0,203.0,1,1,20161027,POR,LAC
Shot Chart Detail,0021600017,58,201933,Blake Griffin,1610612746,LA Clippers,1,4,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19.0,-2.0,198.0,1,0,20161027,POR,LAC
Shot Chart Detail,0021600017,69,201933,Blake Griffin,1610612746,LA Clippers,1,3,47,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,6.0,7.0,1,1,20161027,POR,LAC
Shot Chart Detail,0021600017,86,201933,Blake Griffin,1610612746,LA Clippers,1,2,13,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18.0,-38.0,178.0,1,0,20161027,POR,LAC
Shot Chart Detail,0021600017,167,201933,Blake Griffin,1610612746,LA Clippers,2,7,57,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,14.0,8.0,1,0,20161027,POR,LAC
Shot Chart Detail,0021600017,199,201933,Blake Griffin,1610612746,LA Clippers,2,6,23,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,228.0,61.0,1,0,20161027,POR,LAC
