GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021600028,93,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,2,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-102.0,169.0,1,0,20161029,NYK,MEM
Shot Chart Detail,0021600028,97,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,2,33,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,232.0,-41.0,1,0,20161029,NYK,MEM
Shot Chart Detail,0021600028,137,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,11,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,200.0,149.0,1,0,20161029,NYK,MEM
Shot Chart Detail,0021600028,561,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,2,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,151.0,-6.0,1,1,20161029,NYK,MEM
Shot Chart Detail,0021600028,576,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,1,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,123.0,213.0,1,0,20161029,NYK,MEM
Shot Chart Detail,0021600052,426,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,151.0,198.0,1,0,20161101,MIN,MEM
Shot Chart Detail,0021600052,433,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,8,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,159.0,198.0,1,0,20161101,MIN,MEM
Shot Chart Detail,0021600052,450,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,5,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,37.0,247.0,1,0,20161101,MIN,MEM
Shot Chart Detail,0021600052,464,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,4,46,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,42.0,67.0,1,0,20161101,MIN,MEM
Shot Chart Detail,0021600052,516,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,1,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,174.0,188.0,1,0,20161101,MIN,MEM
Shot Chart Detail,0021600074,461,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,8,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-196.0,169.0,1,0,20161104,MEM,LAC
Shot Chart Detail,0021600074,468,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,7,57,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-232.0,11.0,1,0,20161104,MEM,LAC
Shot Chart Detail,0021600201,557,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29.0,-165.0,249.0,1,0,20161121,CHA,MEM
Shot Chart Detail,0021600212,22,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,8,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,117.0,234.0,1,0,20161123,PHI,MEM
Shot Chart Detail,0021600212,39,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,7,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20.0,1.0,200.0,1,0,20161123,PHI,MEM
Shot Chart Detail,0021600212,155,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,9,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-204.0,170.0,1,1,20161123,PHI,MEM
Shot Chart Detail,0021600212,181,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,7,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-125.0,228.0,1,1,20161123,PHI,MEM
Shot Chart Detail,0021600212,212,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,4,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,153.0,205.0,1,0,20161123,PHI,MEM
Shot Chart Detail,0021600212,307,203584,Troy Daniels,1610612763,Memphis Grizzlies,3,8,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-168.0,198.0,1,0,20161123,PHI,MEM
Shot Chart Detail,0021600212,394,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,11,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-135.0,134.0,1,0,20161123,PHI,MEM
Shot Chart Detail,0021600233,11,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,10,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29.0,174.0,242.0,1,0,20161125,MEM,MIA
Shot Chart Detail,0021600233,213,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,5,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-96.0,232.0,1,1,20161125,MEM,MIA
Shot Chart Detail,0021600233,282,203584,Troy Daniels,1610612763,Memphis Grizzlies,3,11,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-47.0,247.0,1,0,20161125,MEM,MIA
Shot Chart Detail,0021600233,291,203584,Troy Daniels,1610612763,Memphis Grizzlies,3,10,4,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-109.0,85.0,1,0,20161125,MEM,MIA
Shot Chart Detail,0021600233,408,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,10,7,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24.0,246.0,-6.0,1,0,20161125,MEM,MIA
Shot Chart Detail,0021600257,364,203584,Troy Daniels,1610612763,Memphis Grizzlies,3,1,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21.0,114.0,183.0,1,0,20161128,MEM,CHA
Shot Chart Detail,0021600257,375,203584,Troy Daniels,1610612763,Memphis Grizzlies,3,0,33,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22.0,225.0,-6.0,1,0,20161128,MEM,CHA
Shot Chart Detail,0021600257,494,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,4,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,33.0,252.0,1,0,20161128,MEM,CHA
Shot Chart Detail,0021600268,146,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,8,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-135.0,97.0,1,1,20161130,TOR,MEM
