GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041200151,6,2225,Tony Parker,1610612759,San Antonio Spurs,1,11,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,-8.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,30,2225,Tony Parker,1610612759,San Antonio Spurs,1,7,54,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7.0,1.0,77.0,1,1,20130421,SAS,LAL
Shot Chart Detail,0041200151,41,2225,Tony Parker,1610612759,San Antonio Spurs,1,6,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20.0,-120.0,170.0,1,1,20130421,SAS,LAL
Shot Chart Detail,0041200151,43,2225,Tony Parker,1610612759,San Antonio Spurs,1,6,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,122.0,151.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,63,2225,Tony Parker,1610612759,San Antonio Spurs,1,4,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15.0,61.0,142.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,168,2225,Tony Parker,1610612759,San Antonio Spurs,2,6,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-133.0,119.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,177,2225,Tony Parker,1610612759,San Antonio Spurs,2,5,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-161.0,33.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,180,2225,Tony Parker,1610612759,San Antonio Spurs,2,5,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,7.0,-8.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,206,2225,Tony Parker,1610612759,San Antonio Spurs,2,2,14,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,7.0,14.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,210,2225,Tony Parker,1610612759,San Antonio Spurs,2,1,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-133.0,107.0,1,1,20130421,SAS,LAL
Shot Chart Detail,0041200151,214,2225,Tony Parker,1610612759,San Antonio Spurs,2,0,59,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,21.0,4.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,229,2225,Tony Parker,1610612759,San Antonio Spurs,2,0,25,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22.0,-224.0,3.0,1,0,20130421,SAS,LAL
Shot Chart Detail,0041200151,247,2225,Tony Parker,1610612759,San Antonio Spurs,3,10,30,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,54.0,39.0,1,1,20130421,SAS,LAL
Shot Chart Detail,0041200151,251,2225,Tony Parker,1610612759,San Antonio Spurs,3,10,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,0.0,1,1,20130421,SAS,LAL
