GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021500176,111,201564,O.J. Mayo,1610612749,Milwaukee Bucks,2,11,23,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24.0,-240.0,47.0,1,0,20151119,CLE,MIL
Shot Chart Detail,0021500176,408,201564,O.J. Mayo,1610612749,Milwaukee Bucks,4,9,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,176.0,169.0,1,1,20151119,CLE,MIL
Shot Chart Detail,0021500190,128,201564,O.J. Mayo,1610612749,Milwaukee Bucks,1,1,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-120.0,239.0,1,0,20151121,IND,MIL
Shot Chart Detail,0021500190,148,201564,O.J. Mayo,1610612749,Milwaukee Bucks,2,11,25,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-12.0,36.0,1,0,20151121,IND,MIL
Shot Chart Detail,0021500190,167,201564,O.J. Mayo,1610612749,Milwaukee Bucks,2,9,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19.0,-102.0,169.0,1,1,20151121,IND,MIL
Shot Chart Detail,0021500190,185,201564,O.J. Mayo,1610612749,Milwaukee Bucks,2,7,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,155.0,218.0,1,1,20151121,IND,MIL
Shot Chart Detail,0021500190,211,201564,O.J. Mayo,1610612749,Milwaukee Bucks,2,5,6,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22.0,228.0,-1.0,1,0,20151121,IND,MIL
Shot Chart Detail,0021500190,349,201564,O.J. Mayo,1610612749,Milwaukee Bucks,3,4,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17.0,99.0,149.0,1,1,20151121,IND,MIL
Shot Chart Detail,0021500190,375,201564,O.J. Mayo,1610612749,Milwaukee Bucks,3,2,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-133.0,229.0,1,0,20151121,IND,MIL
Shot Chart Detail,0021500190,420,201564,O.J. Mayo,1610612749,Milwaukee Bucks,4,10,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-107.0,237.0,1,1,20151121,IND,MIL
