GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041300151,173,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,11,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17.0,-119.0,129.0,1,1,20140419,OKC,MEM
Shot Chart Detail,0041300151,203,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,8,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,-13.0,242.0,1,0,20140419,OKC,MEM
Shot Chart Detail,0041300151,250,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,4,33,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,102.0,116.0,1,0,20140419,OKC,MEM
Shot Chart Detail,0041300151,321,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,51.0,7.0,517.0,1,0,20140419,OKC,MEM
Shot Chart Detail,0041300151,448,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,3,0,34,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,-54.0,97.0,1,0,20140419,OKC,MEM
Shot Chart Detail,0041300152,116,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,11,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16.0,-70.0,153.0,1,0,20140421,OKC,MEM
Shot Chart Detail,0041300152,133,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,10,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,0.0,26.0,1,0,20140421,OKC,MEM
Shot Chart Detail,0041300152,142,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,9,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,33.0,-130.0,307.0,1,0,20140421,OKC,MEM
Shot Chart Detail,0041300152,161,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,7,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,2.0,249.0,1,0,20140421,OKC,MEM
Shot Chart Detail,0041300152,358,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,4,8,41,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9.0,-90.0,37.0,1,0,20140421,OKC,MEM
Shot Chart Detail,0041300153,79,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,1,3,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17.0,-5.0,175.0,1,0,20140424,MEM,OKC
Shot Chart Detail,0041300153,99,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,1,2,7,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-15.0,6.0,1,1,20140424,MEM,OKC
Shot Chart Detail,0041300153,124,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,53.0,-149.0,517.0,1,0,20140424,MEM,OKC
Shot Chart Detail,0041300153,137,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,10,36,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9.0,-73.0,67.0,1,0,20140424,MEM,OKC
Shot Chart Detail,0041300153,142,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,9,24,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,15.0,6.0,1,0,20140424,MEM,OKC
Shot Chart Detail,0041300153,154,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,8,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-112.0,233.0,1,0,20140424,MEM,OKC
Shot Chart Detail,0041300153,342,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,3,0,36,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,15.0,9.0,1,1,20140424,MEM,OKC
Shot Chart Detail,0041300153,344,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,3,0,6,Missed Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,-49.0,23.0,1,0,20140424,MEM,OKC
Shot Chart Detail,0041300153,371,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,4,9,26,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,45.0,14.0,1,0,20140424,MEM,OKC
Shot Chart Detail,0041300154,77,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,1,1,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,100.0,231.0,1,0,20140426,MEM,OKC
Shot Chart Detail,0041300154,105,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,1,0,31,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,1.0,1,0,20140426,MEM,OKC
Shot Chart Detail,0041300154,131,202704,Reggie Jackson,1610612760,Oklahoma City Thunder,2,10,24,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-7.0,0.0,1,1,20140426,MEM,OKC
