GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041400161,163,201988,Patty Mills,1610612759,San Antonio Spurs,2,11,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,141.0,209.0,1,1,20150419,LAC,SAS
Shot Chart Detail,0041400161,481,201988,Patty Mills,1610612759,San Antonio Spurs,4,11,13,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24.0,241.0,23.0,1,1,20150419,LAC,SAS
Shot Chart Detail,0041400161,492,201988,Patty Mills,1610612759,San Antonio Spurs,4,9,55,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25.0,241.0,75.0,1,1,20150419,LAC,SAS
Shot Chart Detail,0041400161,495,201988,Patty Mills,1610612759,San Antonio Spurs,4,9,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,67.0,235.0,1,0,20150419,LAC,SAS
Shot Chart Detail,0041400161,589,201988,Patty Mills,1610612759,San Antonio Spurs,4,0,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15.0,-26.0,151.0,1,0,20150419,LAC,SAS
Shot Chart Detail,0041400162,340,201988,Patty Mills,1610612759,San Antonio Spurs,3,2,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23.0,184.0,154.0,1,0,20150422,LAC,SAS
Shot Chart Detail,0041400162,369,201988,Patty Mills,1610612759,San Antonio Spurs,3,1,17,Missed Shot,Jump Shot,3PT Field Goal,,,,,,,1,0,20150422,LAC,SAS
Shot Chart Detail,0041400162,382,201988,Patty Mills,1610612759,San Antonio Spurs,3,0,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,111.0,233.0,1,1,20150422,LAC,SAS
Shot Chart Detail,0041400162,384,201988,Patty Mills,1610612759,San Antonio Spurs,3,0,2,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,233.0,-3.0,1,1,20150422,LAC,SAS
Shot Chart Detail,0041400162,397,201988,Patty Mills,1610612759,San Antonio Spurs,4,10,39,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,45.0,41.0,1,0,20150422,LAC,SAS
