GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041600121,19,203503,Tony Snell,1610612749,Milwaukee Bucks,1,10,5,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,151.0,120.0,1,0,20170415,TOR,MIL
Shot Chart Detail,0041600121,35,203503,Tony Snell,1610612749,Milwaukee Bucks,1,8,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,150.0,3.0,1,0,20170415,TOR,MIL
Shot Chart Detail,0041600121,54,203503,Tony Snell,1610612749,Milwaukee Bucks,1,6,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,197.0,183.0,1,1,20170415,TOR,MIL
Shot Chart Detail,0041600121,73,203503,Tony Snell,1610612749,Milwaukee Bucks,1,4,24,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24.0,-240.0,-5.0,1,1,20170415,TOR,MIL
Shot Chart Detail,0041600121,98,203503,Tony Snell,1610612749,Milwaukee Bucks,1,1,53,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22.0,-227.0,-5.0,1,0,20170415,TOR,MIL
Shot Chart Detail,0041600121,247,203503,Tony Snell,1610612749,Milwaukee Bucks,3,11,11,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19.0,171.0,100.0,1,0,20170415,TOR,MIL
Shot Chart Detail,0041600121,249,203503,Tony Snell,1610612749,Milwaukee Bucks,3,11,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,1.0,262.0,1,0,20170415,TOR,MIL
Shot Chart Detail,0041600121,261,203503,Tony Snell,1610612749,Milwaukee Bucks,3,9,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,48.0,254.0,1,1,20170415,TOR,MIL
Shot Chart Detail,0041600121,302,203503,Tony Snell,1610612749,Milwaukee Bucks,3,5,19,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24.0,-240.0,-11.0,1,0,20170415,TOR,MIL
Shot Chart Detail,0041600121,358,203503,Tony Snell,1610612749,Milwaukee Bucks,3,1,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,79.0,254.0,1,0,20170415,TOR,MIL
Shot Chart Detail,0041600121,361,203503,Tony Snell,1610612749,Milwaukee Bucks,3,0,51,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,1.0,1,1,20170415,TOR,MIL
Shot Chart Detail,0041600122,29,203503,Tony Snell,1610612749,Milwaukee Bucks,1,9,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27.0,153.0,224.0,1,1,20170418,TOR,MIL
Shot Chart Detail,0041600122,50,203503,Tony Snell,1610612749,Milwaukee Bucks,1,6,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-110.0,252.0,1,1,20170418,TOR,MIL
Shot Chart Detail,0041600122,127,203503,Tony Snell,1610612749,Milwaukee Bucks,1,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,22.0,247.0,1,0,20170418,TOR,MIL
Shot Chart Detail,0041600122,219,203503,Tony Snell,1610612749,Milwaukee Bucks,2,3,31,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,233.0,-11.0,1,0,20170418,TOR,MIL
Shot Chart Detail,0041600122,264,203503,Tony Snell,1610612749,Milwaukee Bucks,2,0,43,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24.0,240.0,-16.0,1,1,20170418,TOR,MIL
Shot Chart Detail,0041600122,284,203503,Tony Snell,1610612749,Milwaukee Bucks,3,11,22,Made Shot,No Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,55.0,33.0,1,1,20170418,TOR,MIL
Shot Chart Detail,0041600122,345,203503,Tony Snell,1610612749,Milwaukee Bucks,3,5,21,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,122.0,234.0,1,1,20170418,TOR,MIL
