SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID,PLAYER_NAME,SEASON
22010,201985,0021001219,"Apr 13, 2011",IND @ ORL,L,19,2,6,0.333,1,4,0.25,2,2,1.0,0,1,1,7,1,0,0,1,7,7,0,201985,AJ Price,2010-11
22010,201985,0021001198,"Apr 10, 2011",IND vs. NYK,L,10,1,3,0.333,1,2,0.5,1,2,0.5,0,0,0,1,1,0,1,2,4,5,0,201985,AJ Price,2010-11
22010,201985,0021001176,"Apr 08, 2011",IND vs. ATL,W,15,0,5,0.0,0,3,0.0,0,0,0.0,0,2,2,4,1,0,1,1,0,-2,0,201985,AJ Price,2010-11
22010,201985,0021001163,"Apr 06, 2011",IND vs. WAS,W,20,1,4,0.25,0,2,0.0,0,0,0.0,0,3,3,6,0,0,1,2,2,1,0,201985,AJ Price,2010-11
22010,201985,0021001147,"Apr 03, 2011",IND @ NOH,L,23,5,12,0.417,2,7,0.286,0,0,0.0,1,2,3,6,2,0,1,2,12,11,0,201985,AJ Price,2010-11
22010,201985,0021001120,"Apr 01, 2011",IND vs. MIL,W,11,3,5,0.6,0,0,0.0,1,3,0.333,0,0,0,2,0,0,0,0,7,5,0,201985,AJ Price,2010-11
22010,201985,0021001107,"Mar 30, 2011",IND vs. DET,W,22,3,8,0.375,2,5,0.4,0,0,0.0,1,1,2,3,1,1,4,1,8,2,0,201985,AJ Price,2010-11
22010,201985,0021001097,"Mar 28, 2011",IND vs. BOS,W,20,6,9,0.667,2,3,0.667,1,4,0.25,0,2,2,3,0,0,1,0,15,19,0,201985,AJ Price,2010-11
22010,201985,0021001083,"Mar 26, 2011",IND @ DET,L,24,2,8,0.25,1,3,0.333,1,6,0.167,0,1,1,5,3,0,1,0,6,-2,0,201985,AJ Price,2010-11
22010,201985,0021001068,"Mar 25, 2011",IND vs. SAC,L,20,4,15,0.267,1,9,0.111,0,0,0.0,3,0,3,3,0,0,0,1,9,-15,0,201985,AJ Price,2010-11
22010,201985,0021001054,"Mar 23, 2011",IND @ CHA,W,19,1,7,0.143,0,2,0.0,0,0,0.0,0,0,0,3,0,0,1,1,2,5,0,201985,AJ Price,2010-11
22010,201985,0021001031,"Mar 19, 2011",IND @ MEM,L,19,2,8,0.25,2,7,0.286,1,2,0.5,0,0,0,1,0,0,0,1,7,-4,0,201985,AJ Price,2010-11
22010,201985,0021001017,"Mar 18, 2011",IND vs. CHI,W,15,3,8,0.375,1,1,1.0,1,1,1.0,0,0,0,1,1,0,1,1,8,-4,0,201985,AJ Price,2010-11
22010,201985,0021001004,"Mar 16, 2011",IND @ BOS,L,14,1,5,0.2,0,1,0.0,0,0,0.0,0,0,0,2,0,0,1,1,2,-10,0,201985,AJ Price,2010-11
22010,201985,0021001000,"Mar 15, 2011",IND vs. NYK,W,16,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,2,0,0,1,1,4,-15,0,201985,AJ Price,2010-11
22010,201985,0021000989,"Mar 13, 2011",IND @ NYK,W,10,3,6,0.5,0,2,0.0,1,2,0.5,0,0,0,2,0,0,2,1,7,-10,0,201985,AJ Price,2010-11
22010,201985,0021000970,"Mar 11, 2011",IND @ TOR,L,15,2,7,0.286,1,2,0.5,2,2,1.0,0,1,1,3,0,0,1,2,7,-8,0,201985,AJ Price,2010-11
22010,201985,0021000960,"Mar 09, 2011",IND @ MIN,L,25,4,10,0.4,3,5,0.6,2,2,1.0,1,3,4,1,1,0,3,2,13,-9,0,201985,AJ Price,2010-11
22010,201985,0021000949,"Mar 08, 2011",IND vs. PHI,L,20,3,10,0.3,1,4,0.25,5,6,0.833,1,1,2,2,1,0,1,6,12,8,0,201985,AJ Price,2010-11
22010,201985,0021000927,"Mar 05, 2011",IND @ HOU,L,11,3,5,0.6,1,2,0.5,1,2,0.5,0,0,0,1,0,0,1,2,8,13,0,201985,AJ Price,2010-11
22010,201985,0021000921,"Mar 04, 2011",IND @ DAL,L,15,1,6,0.167,0,3,0.0,0,0,0.0,0,1,1,0,2,0,0,2,2,-8,0,201985,AJ Price,2010-11
22010,201985,0021000908,"Mar 02, 2011",IND @ OKC,L,13,3,5,0.6,1,3,0.333,1,1,1.0,0,1,1,0,0,0,0,1,8,-14,0,201985,AJ Price,2010-11
22010,201985,0021000894,"Mar 01, 2011",IND vs. GSW,W,15,0,4,0.0,0,3,0.0,1,2,0.5,0,1,1,2,0,0,1,0,1,-8,0,201985,AJ Price,2010-11
