PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON
69945702,Neil Johnston,,,PHW,25,72,,,,40.5,7.2,16.4,0.44,0.0,0.0,,8.2,10.7,0.766,0.0,0.0,15.1,3.0,0.0,0.0,0.0,,3.5,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
172657437,Bob Cousy,,,BOS,26,71,,,,38.7,7.4,18.5,0.397,0.0,0.0,,6.5,8.0,0.807,0.0,0.0,6.0,7.8,0.0,0.0,0.0,,2.3,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
754336477,Paul Arizin,,,PHW,26,72,,,,41.0,7.3,18.4,0.399,0.0,0.0,,6.3,8.1,0.776,0.0,0.0,9.4,2.9,0.0,0.0,0.0,,3.8,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
659584877,Bob Pettit,,,MLH,22,72,,,,36.9,7.2,17.8,0.407,0.0,0.0,,5.9,7.9,0.751,0.0,0.0,13.8,3.2,0.0,0.0,0.0,,3.6,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
135145082,Frank Selvy,,,2TM,22,71,,,,37.6,6.4,16.8,0.378,0.0,0.0,,6.3,8.6,0.728,0.0,0.0,5.5,3.5,0.0,0.0,0.0,,3.2,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
135145082,Frank Selvy,,,BLB,22,11,,,,39.3,7.7,20.5,0.378,0.0,0.0,,6.6,9.1,0.73,0.0,0.0,7.0,2.7,0.0,0.0,0.0,,3.2,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
135145082,Frank Selvy,,,MLH,22,60,,,,37.3,6.1,16.2,0.378,0.0,0.0,,6.2,8.5,0.727,0.0,0.0,5.3,3.6,0.0,0.0,0.0,,3.3,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
320663163,Clyde Lovellette,,,MNL,25,70,,,,33.7,7.4,17.0,0.435,0.0,0.0,,3.9,5.7,0.686,0.0,0.0,11.5,1.4,0.0,0.0,0.0,,3.7,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
500989085,Vern Mikkelsen,,,MNL,26,71,,,,36.0,6.2,14.7,0.422,0.0,0.0,,6.3,8.4,0.747,0.0,0.0,10.2,2.0,0.0,0.0,0.0,,4.5,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
902726282,Dolph Schayes,,,SYR,26,72,,,,35.1,5.9,15.3,0.383,0.0,0.0,,6.8,8.2,0.833,0.0,0.0,12.3,3.0,0.0,0.0,0.0,,3.4,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
72705867,Bill Sharman,,,BOS,28,68,,,,36.1,6.7,15.6,0.427,0.0,0.0,,5.1,5.7,0.897,0.0,0.0,4.4,4.1,0.0,0.0,0.0,,3.1,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
34410932,Ed Macauley,,,BOS,26,71,,,,38.1,5.7,13.4,0.424,0.0,0.0,,6.2,7.9,0.792,0.0,0.0,8.5,3.9,0.0,0.0,0.0,,2.4,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
774875148,George Yardley,,,FTW,26,60,,,,35.8,6.1,14.5,0.418,0.0,0.0,,5.2,6.9,0.745,0.0,0.0,9.9,2.1,0.0,0.0,0.0,,3.4,,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
219342706,Larry Foust,,,FTW,26,70,,,,32.3,5.7,11.7,0.487,0.0,0.0,,5.6,7.3,0.766,0.0,0.0,10.0,1.7,0.0,0.0,0.0,,3.8,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
322567588,Carl Braun,,,NYK,27,71,,,,34.9,5.6,14.5,0.388,0.0,0.0,,3.9,4.8,0.801,0.0,0.0,4.2,3.9,0.0,0.0,0.0,,2.9,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
258761628,Harry Gallatin,,,NYK,27,72,,,,35.4,4.6,11.9,0.384,0.0,0.0,,5.5,6.7,0.814,0.0,0.0,13.8,2.4,0.0,0.0,0.0,,2.9,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
153321474,Paul Seymour,,,SYR,27,72,,,,41.0,5.2,14.4,0.362,0.0,0.0,,4.2,5.1,0.811,0.0,0.0,4.3,6.7,0.0,0.0,0.0,,1.9,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
120713976,Ray Felix,,,NYK,24,72,,,,28.1,5.1,11.6,0.438,0.0,0.0,,4.3,6.9,0.622,0.0,0.0,11.4,0.9,0.0,0.0,0.0,,4.0,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
397635859,Jim Baechtold,,,NYK,27,72,,,,35.2,5.0,12.5,0.403,0.0,0.0,,3.9,4.7,0.823,0.0,0.0,4.3,3.0,0.0,0.0,0.0,,2.8,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
546490341,Joe Graboski,,,PHW,25,70,,,,35.9,5.3,15.7,0.34,0.0,0.0,,3.0,4.3,0.686,0.0,0.0,9.1,2.6,0.0,0.0,0.0,,3.7,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
230476859,Slater Martin,,,MNL,29,72,,,,38.7,4.9,12.8,0.381,0.0,0.0,,3.8,5.0,0.769,0.0,0.0,3.6,5.9,0.0,0.0,0.0,,3.1,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
761540585,Nat Clifton,,,NYK,32,72,,,,33.2,5.0,12.9,0.386,0.0,0.0,,3.1,4.6,0.683,0.0,0.0,8.5,2.8,0.0,0.0,0.0,,3.1,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
159584682,Bobby Wanzer,,,ROC,33,72,,,,33.0,4.5,11.4,0.395,0.0,0.0,,4.1,5.2,0.786,0.0,0.0,5.2,3.4,0.0,0.0,0.0,,2.3,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
964489599,Jack Coleman,,,ROC,30,72,,,,34.5,5.6,12.0,0.462,0.0,0.0,,1.7,2.5,0.678,0.0,0.0,10.1,3.2,0.0,0.0,0.0,,2.8,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
643947731,Bob Davies,,,ROC,35,72,,,,26.0,4.5,10.9,0.415,0.0,0.0,,3.1,4.1,0.751,0.0,0.0,2.8,4.9,0.0,0.0,0.0,,3.1,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
486185136,Mel Hutchins,,,FTW,26,72,,,,39.7,4.7,12.5,0.378,0.0,0.0,,2.5,3.6,0.708,0.0,0.0,9.2,3.4,0.0,0.0,0.0,,3.2,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
446308974,Chuck Share,,,MLH,27,69,,,,24.4,3.4,8.4,0.407,0.0,0.0,,5.1,7.1,0.713,0.0,0.0,9.9,1.2,0.0,0.0,0.0,,4.0,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
396427464,Arnie Risen,,,ROC,30,69,,,,28.6,3.8,10.1,0.371,0.0,0.0,,4.0,5.4,0.744,0.0,0.0,10.2,1.6,0.0,0.0,0.0,,3.7,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
810509601,Jack George,,,PHW,26,68,,,,36.5,4.3,11.1,0.385,0.0,0.0,,2.8,4.3,0.66,0.0,0.0,4.4,5.3,0.0,0.0,0.0,,2.8,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
612930968,Red Rocha,,,SYR,31,72,,,,34.3,4.1,11.1,0.368,0.0,0.0,,3.1,3.9,0.782,0.0,0.0,6.8,2.5,0.0,0.0,0.0,,3.4,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
999013161,Frank Ramsey,,,BOS,23,64,,,,27.4,3.7,9.3,0.399,0.0,0.0,,3.8,5.0,0.755,0.0,0.0,6.3,2.9,0.0,0.0,0.0,,3.9,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
886426663,Max Zaslofsky,,,FTW,29,70,,,,26.6,3.8,11.7,0.328,0.0,0.0,,3.5,5.0,0.702,0.0,0.0,2.7,2.9,0.0,0.0,0.0,,1.9,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-55
