PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON
90885350,Dominique Wilkins,,,ATL,26,78,,,,39.1,11.4,24.3,0.468,0.2,0.9,0.186,7.4,9.0,0.818,3.3,4.6,7.9,2.6,3.2,1.8,0.6,,2.2,,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
159652639,Adrian Dantley,,,UTA,30,76,,,,36.1,10.8,19.1,0.563,0.0,0.1,0.091,8.3,10.5,0.791,2.3,2.9,5.2,3.5,3.0,0.8,0.1,,2.7,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
354882057,Alex English,,,DEN,32,81,,,,37.3,11.7,23.3,0.504,0.0,0.1,0.2,6.3,7.3,0.862,2.4,2.6,5.0,4.0,3.1,0.9,0.4,,2.9,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
203596509,Larry Bird,,,BOS,29,82,,,,38.0,9.7,19.6,0.496,1.0,2.4,0.423,5.4,6.0,0.896,2.3,7.5,9.8,6.8,3.2,2.0,0.6,,2.2,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
518842419,Purvis Short,,,GSW,28,64,,,,37.9,9.9,20.5,0.482,0.2,0.8,0.306,5.5,6.3,0.865,2.0,3.2,5.1,3.7,2.9,1.4,0.3,,3.6,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
325396841,Kiki Vandeweghe,,,POR,27,79,,,,35.3,9.1,16.9,0.54,0.0,0.1,0.125,6.6,7.6,0.869,1.2,1.6,2.7,2.4,2.2,0.7,0.2,,2.0,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
493866983,Moses Malone,,,PHI,30,74,,,,36.6,7.7,16.8,0.458,0.0,0.0,0.0,8.3,10.6,0.787,4.6,7.2,11.8,1.2,3.5,0.9,1.0,,2.6,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
849359167,Hakeem Olajuwon,,,HOU,23,68,,,,36.3,9.2,17.5,0.526,0.0,0.0,,5.1,7.9,0.645,4.9,6.6,11.5,2.0,2.9,2.0,3.4,,4.0,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
914872309,Derek Smith,,,LAC,24,11,,,,30.8,9.1,16.5,0.552,0.1,0.2,0.5,5.3,7.6,0.69,1.8,1.9,3.7,2.8,3.0,0.8,1.2,,3.2,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
578886605,Kareem Abdul-Jabbar,,,LAL,38,79,,,,33.3,9.6,16.9,0.564,0.0,0.0,0.0,4.3,5.6,0.765,1.7,4.4,6.1,3.5,2.6,0.8,1.6,,3.1,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
637791610,World B. Free,,,CLE,32,75,,,,33.8,8.7,19.1,0.455,0.9,2.3,0.42,5.1,6.5,0.78,1.0,1.9,2.9,4.2,2.3,1.2,0.3,,2.5,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
96694118,Mike Mitchell,,,SAS,30,82,,,,36.2,9.8,20.7,0.473,0.0,0.1,0.0,3.9,4.8,0.809,1.6,3.4,5.0,2.3,2.2,0.7,0.3,,2.1,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
686539257,Michael Jordan,,,CHI,22,18,,,,25.1,8.3,18.2,0.457,0.2,1.0,0.167,5.8,6.9,0.84,1.3,2.3,3.6,2.9,2.5,2.1,1.2,,2.6,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
633096143,Mark Aguirre,,,DAL,26,74,,,,33.8,9.0,17.9,0.503,0.2,0.8,0.286,4.3,6.1,0.705,2.4,3.6,6.0,4.6,3.4,0.8,0.2,,3.1,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
562707754,Jeff Malone,,,WSB,24,80,,,,37.4,9.2,19.0,0.483,0.0,0.2,0.176,4.0,4.6,0.868,0.8,2.8,3.6,2.4,2.1,0.9,0.2,,2.3,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
762661850,Walter Davis,,,PHO,31,70,,,,32.0,8.9,18.4,0.485,0.3,1.1,0.237,3.7,4.4,0.843,0.8,2.1,2.9,5.2,3.1,1.4,0.0,,2.2,,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-86
