PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON
27383582,George Gervin,,,SAS,27,78,,,,37.6,13.1,24.9,0.528,0.4,1.3,0.314,6.5,7.6,0.852,2.0,3.2,5.2,2.6,3.3,1.4,1.0,,2.7,,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
637791610,World B. Free,,,SDC,26,68,,,,38.0,10.8,22.9,0.474,0.1,0.4,0.36,8.4,11.2,0.753,1.9,1.6,3.5,4.2,3.4,1.2,0.5,,2.9,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
159652639,Adrian Dantley,,,UTA,24,68,,,,39.3,10.7,18.6,0.576,0.0,0.0,0.0,6.5,7.7,0.842,2.7,4.9,7.6,2.8,3.4,1.4,0.2,,3.1,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
624827427,Julius Erving,,,PHI,29,78,,,,36.1,10.7,20.7,0.519,0.1,0.3,0.2,5.4,6.8,0.787,2.8,4.6,7.4,4.6,3.6,2.2,1.8,,2.7,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
493866983,Moses Malone,,,HOU,24,82,,,,38.3,9.5,18.9,0.502,0.0,0.1,0.0,6.9,9.5,0.719,7.0,7.5,14.5,1.8,3.7,1.0,1.3,,2.6,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
578886605,Kareem Abdul-Jabbar,,,LAL,32,82,,,,38.3,10.2,16.9,0.604,0.0,0.0,0.0,4.4,5.8,0.765,2.3,8.5,10.8,4.5,3.6,1.0,3.4,,2.6,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
773013215,Dan Issel,,,DEN,31,82,,,,35.8,8.7,17.3,0.505,0.0,0.1,0.333,6.3,8.1,0.775,2.9,5.9,8.8,2.4,2.0,1.1,0.7,,2.3,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
735477739,Elvin Hayes,,,WSB,34,81,,,,39.3,9.4,20.7,0.454,0.0,0.2,0.231,4.1,5.9,0.699,3.3,7.7,11.1,1.6,2.7,0.8,2.3,,3.8,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
970816612,Otis Birdsong,,,KCK,24,82,,,,35.2,9.5,18.9,0.505,0.1,0.4,0.278,3.5,5.0,0.694,2.1,2.0,4.0,2.5,2.2,1.7,0.3,,2.8,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
96694118,Mike Mitchell,,,CLE,24,82,,,,34.2,9.5,18.1,0.523,0.0,0.1,0.0,3.3,4.2,0.787,2.5,4.7,7.2,1.1,2.1,0.9,0.9,,3.2,,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
898504582,Gus Williams,,,SEA,26,82,,,,36.2,9.0,18.7,0.482,0.1,0.4,0.194,4.0,5.1,0.788,1.5,1.8,3.4,4.8,2.2,2.4,0.5,,2.0,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
637344540,Paul Westphal,,,PHO,29,82,,,,32.5,8.4,16.1,0.525,0.3,1.1,0.28,4.7,5.4,0.862,0.6,1.7,2.3,5.1,2.5,1.5,0.4,,2.0,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
611585287,Bill Cartwright,,,NYK,22,82,,,,38.4,8.1,14.8,0.547,0.0,0.0,,5.5,6.9,0.797,2.4,6.5,8.9,2.0,2.7,0.6,1.2,,3.4,,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-80
