PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON
122572506,Bob McAdoo,,,BUF,22,74,,,,43.0,12.2,22.3,0.547,0.0,0.0,,6.2,7.8,0.793,3.8,11.3,15.1,2.3,,1.2,3.3,,3.4,,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
990881917,Pete Maravich,,,ATL,26,76,,,,38.2,10.8,23.6,0.457,0.0,0.0,,6.2,7.5,0.826,1.3,3.6,4.9,5.2,,1.5,0.2,,3.4,,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
578886605,Kareem Abdul-Jabbar,,,MIL,26,81,,,,43.8,11.7,21.7,0.539,0.0,0.0,,3.6,5.2,0.702,3.5,11.0,14.5,4.8,,1.4,3.5,,2.9,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
187351050,Lou Hudson,,,ATL,29,65,,,,39.8,10.4,20.9,0.5,0.0,0.0,,4.5,5.4,0.836,1.9,3.4,5.4,3.3,,2.5,0.4,,3.2,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
376878372,Charlie Scott,,,PHO,25,52,,,,38.5,10.3,22.5,0.459,0.0,0.0,,4.7,6.1,0.781,1.2,3.0,4.3,5.2,,1.9,0.4,,3.7,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
856199372,Gail Goodrich,,,LAL,30,82,,,,37.3,9.6,21.6,0.442,0.0,0.0,,6.2,7.2,0.864,1.2,1.9,3.0,5.2,,1.5,0.1,,2.8,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
549538338,Rick Barry,,,GSW,29,80,,,,36.5,10.0,21.8,0.456,0.0,0.0,,5.2,5.8,0.899,1.3,5.5,6.8,6.1,,2.1,0.5,,3.3,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
682437193,Rudy Tomjanovich,,,HOU,25,80,,,,40.3,9.9,18.4,0.536,0.0,0.0,,4.8,5.7,0.848,2.9,6.1,9.0,3.1,,1.1,0.8,,2.9,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
775418941,Geoff Petrie,,,POR,25,73,,,,38.4,10.1,21.1,0.481,0.0,0.0,,4.0,4.7,0.853,0.9,2.0,2.8,4.3,,1.2,0.2,,2.7,,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
841529115,Spencer Haywood,,,SEA,24,75,,,,40.5,9.3,20.3,0.457,0.0,0.0,,5.0,6.1,0.814,4.2,9.2,13.4,3.2,3.7,0.9,1.4,,2.6,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-74
