PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON
69945702,Neil Johnston,,,PHW,24,72,,,,45.8,8.2,18.3,0.449,0.0,0.0,,8.0,10.7,0.747,0.0,0.0,11.1,2.8,0.0,0.0,0.0,,3.6,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
172657437,Bob Cousy,,,BOS,25,72,,,,39.7,6.8,17.5,0.385,0.0,0.0,,5.7,7.3,0.787,0.0,0.0,5.5,7.2,0.0,0.0,0.0,,2.8,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
34410932,Ed Macauley,,,BOS,25,71,,,,39.3,6.5,13.4,0.486,0.0,0.0,,5.9,7.8,0.758,0.0,0.0,8.0,3.8,0.0,0.0,0.0,,2.4,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
511981713,George Mikan,,,MNL,29,72,,,,32.8,6.1,16.1,0.38,0.0,0.0,,5.9,7.6,0.777,0.0,0.0,14.3,2.4,0.0,0.0,0.0,,3.7,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
120713976,Ray Felix,,,BLB,23,72,,,,37.1,5.7,13.7,0.417,0.0,0.0,,6.2,9.8,0.638,0.0,0.0,13.3,1.1,0.0,0.0,0.0,,3.5,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
902726282,Dolph Schayes,,,SYR,25,72,,,,36.9,5.1,13.5,0.38,0.0,0.0,,6.8,8.2,0.827,0.0,0.0,12.1,3.0,0.0,0.0,0.0,,3.2,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
72705867,Bill Sharman,,,BOS,27,72,,,,34.3,5.7,12.7,0.45,0.0,0.0,,4.6,5.4,0.844,0.0,0.0,3.5,3.2,0.0,0.0,0.0,,2.9,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
219342706,Larry Foust,,,FTW,25,72,,,,37.4,5.2,12.8,0.409,0.0,0.0,,4.7,6.6,0.712,0.0,0.0,13.4,2.2,0.0,0.0,0.0,,3.6,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
322567588,Carl Braun,,,NYK,26,72,,,,33.0,4.9,12.3,0.4,0.0,0.0,,4.9,6.0,0.825,0.0,0.0,3.4,2.9,0.0,0.0,0.0,,3.6,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
546490341,Joe Graboski,,,PHW,24,71,,,,38.9,5.0,14.1,0.354,0.0,0.0,,3.3,4.9,0.674,0.0,0.0,9.4,2.3,0.0,0.0,0.0,,3.1,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
159584682,Bobby Wanzer,,,ROC,32,72,,,,35.3,4.5,11.6,0.386,0.0,0.0,,4.4,5.9,0.734,0.0,0.0,5.4,3.5,0.0,0.0,0.0,,2.4,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
258761628,Harry Gallatin,,,NYK,26,72,,,,37.4,3.6,8.9,0.404,0.0,0.0,,6.0,7.7,0.784,0.0,0.0,15.3,2.1,0.0,0.0,0.0,,2.9,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
396427464,Arnie Risen,,,ROC,29,72,,,,33.1,4.5,12.1,0.368,0.0,0.0,,4.3,6.0,0.714,0.0,0.0,10.1,1.7,0.0,0.0,0.0,,3.9,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
153321474,Paul Seymour,,,SYR,26,71,,,,38.4,4.5,11.8,0.377,0.0,0.0,,4.2,5.2,0.813,0.0,0.0,4.1,5.1,0.0,0.0,0.0,,2.6,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
886426663,Max Zaslofsky,,,3TM,28,65,,,,28.9,4.3,11.6,0.368,0.0,0.0,,3.9,5.5,0.714,0.0,0.0,2.5,2.4,0.0,0.0,0.0,,2.2,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
886426663,Max Zaslofsky,,,BLB,28,11,,,,38.0,5.2,14.7,0.352,0.0,0.0,,6.0,7.8,0.767,0.0,0.0,3.9,3.0,0.0,0.0,0.0,,2.2,,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
886426663,Max Zaslofsky,,,MLH,28,9,,,,33.2,5.2,15.3,0.341,0.0,0.0,,4.7,6.6,0.712,0.0,0.0,3.1,2.6,0.0,0.0,0.0,,1.9,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
886426663,Max Zaslofsky,,,FTW,28,45,,,,25.9,3.9,10.1,0.382,0.0,0.0,,3.3,4.7,0.693,0.0,0.0,2.0,2.2,0.0,0.0,0.0,,2.2,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
643947731,Bob Davies,,,ROC,34,72,,,,29.7,4.0,10.8,0.371,0.0,0.0,,4.3,6.0,0.718,0.0,0.0,2.7,4.5,0.0,0.0,0.0,,3.1,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
379134612,Jim Pollard,,,MNL,31,71,,,,35.0,4.6,12.4,0.37,0.0,0.0,,2.5,3.2,0.778,0.0,0.0,7.0,3.0,0.0,0.0,0.0,,2.3,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
295029858,Jack Molinas,,,FTW,22,32,,,,29.9,3.6,9.1,0.39,0.0,0.0,,4.4,5.8,0.759,0.0,0.0,7.1,1.6,0.0,0.0,0.0,,2.6,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
285769845,George King,,,SYR,25,72,,,,32.9,3.9,10.3,0.376,0.0,0.0,,3.6,5.7,0.627,0.0,0.0,3.7,3.8,0.0,0.0,0.0,,2.5,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
467322187,Don Sunderlage,,,MLH,24,68,,,,32.8,3.7,11.0,0.34,0.0,0.0,,3.7,5.0,0.748,0.0,0.0,3.3,2.8,0.0,0.0,0.0,,3.9,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
500989085,Vern Mikkelsen,,,MNL,25,72,,,,31.2,4.0,10.7,0.374,0.0,0.0,,3.1,4.1,0.742,0.0,0.0,8.5,1.7,0.0,0.0,0.0,,3.7,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953-54
